,name,ticker,equityType,sicSector,sicIndustry,ticker_classification
871400,MARISA CHRISTINA INC,MRSA,Domestic Common Stock,Manufacturing,Knit Outerwear Mills,small
871684,MARLTON TECHNOLOGIES INC,MTYG,Domestic Common Stock,Services,Services-Business Services Nec,small
872547,VALPEY FISHER CORP,VPF,Domestic Common Stock,Manufacturing,Measuring & Controlling Devices Nec,small
872630,INSIGHTFUL CORP,IFUL,Domestic Common Stock,Services,Services-Prepackaged Software,small
873142,MAXCO INC,MAXC,Domestic Common Stock,Wholesale Trade,Wholesale-Miscellaneous Nondurable Goods,small
873195,FLOORING AMERICA INC,FRAE,Domestic Common Stock,Retail Trade,Retail-Home Furniture Furnishings & Equipment Stores,small
873494,MAXICARE HEALTH PLANS INC,MAXIQ,Domestic Common Stock,Finance Insurance And Real Estate,Hospital & Medical Service Plans,small
873630,MAYNARD OIL CO,MOIL,Domestic Common Stock,Mining,Crude Petroleum & Natural Gas,small
873664,ODD JOB STORES INC,ODDJ,Domestic Common Stock,Retail Trade,Retail-Variety Stores,small
873756,MCCLAIN INDUSTRIES INC,MCCL,Domestic Common Stock,Manufacturing,Truck & Bus Bodies,small
874364,MCNAUGHTON APPAREL GROUP INC,MAGI1,Domestic Common Stock,Manufacturing,Women'S Misses' And Juniors Outerwear,small
874793,PER SE TECHNOLOGIES INC,PSTI1,Domestic Common Stock,Services,Services-Computer Processing & Data Preparation,small
874870,MEDCO RESEARCH INC,MRE,Domestic Common Stock,Manufacturing,Pharmaceutical Preparations,small
874908,MEDECISION INC,MEDE,Domestic Common Stock,Services,Services-Computer Programming Services,small
874951,MEDIALINK WORLDWIDE INC,MDLK,Domestic Common Stock,Transportation Communications Electric Gas And Sanitary Service,Communications Services Nec,small
875072,MEDICAL MANAGER CORP,MMGR1,Domestic Common Stock,Services,Services-Computer Integrated Systems Design,small
875327,MEDICONSULT COM INC,MCNS,Domestic Common Stock,Services,Services-Advertising,small
875410,MEDICAL DYNAMICS INC,MEDY,Domestic Common Stock,Manufacturing,Photographic Equipment & Supplies,small
875413,MEDICORE INC,MDKI,Domestic Common Stock,Services,Services-Misc Health & Allied Services Nec,small
875639,MEDSCAPE INC,MSCP,Domestic Common Stock,Services,Services-Business Services Nec,small
875642,MEDSTONE INTERNATIONAL INC,MEDSE,Domestic Common Stock,Manufacturing,Electromedical & Electrotherapeutic Apparatus,small
875674,MEGO FINANCIAL CORP,LESR,Domestic Common Stock,Finance Insurance And Real Estate,Real Estate Dealers (For Their Own Account),small
875701,ESHARE COMMUNICATIONS INC,ESHR,Domestic Common Stock,Services,Services-Computer Processing & Data Preparation,small
876200,MERCURY AIR GROUP INC,MYAG,Domestic Common Stock,Wholesale Trade,Wholesale-Petroleum & Petroleum Products (No Bulk Stations),small
876570,MERISEL INC,MSEL,Domestic Common Stock,Wholesale Trade,Wholesale-Computers & Peripheral Equipment & Software,small
876847,MERRIMAC INDUSTRIES INC,MRM1,Domestic Common Stock,Manufacturing,Electronic Components Nec,small
877043,META GROUP INC,METG,Domestic Common Stock,Services,Services-Engineering Accounting Research Management,small
877510,METRO INFORMATION SERVICES INC,MISI,Domestic Common Stock,Services,Services-Computer Programming Data Processing Etc.,small
877771,MEXICAN RESTAURANTS INC,CASA1,Domestic Common Stock,Retail Trade,Retail-Eating  Places,small
877827,MICHIGAN FINANCIAL CORP,MFCB1,Domestic Common Stock,Finance Insurance And Real Estate,State Commercial Banks,small
878059,MICROTEST INC,MTST1,Domestic Common Stock,Manufacturing,Instruments For Meas & Testing Of Electricity & Elec Signals,small
878292,ESSENTIAL THERAPEUTICS INC,ETRXQ,Domestic Common Stock,Manufacturing,Pharmaceutical Preparations,small
878350,MICROGRAFX INC,MGXI,Domestic Common Stock,Services,Services-Prepackaged Software,small
878354,MICROLOG CORP,MLOG,Domestic Common Stock,Manufacturing,Telephone & Telegraph Apparatus,small
878628,MICROWAVE POWER DEVICES INC,MPDI,Domestic Common Stock,Manufacturing,Radio & Tv Broadcasting & Communications Equipment,small
879288,MIKRON INFRARED INC,MIKR,Domestic Common Stock,Manufacturing,Industrial Instruments For Measurement Display And Control,small
879306,MIKASA INC,MKS,Domestic Common Stock,Manufacturing,Pottery & Related Products,small
879451,MILLER BUILDING SYSTEMS INC,MBSI,Domestic Common Stock,Manufacturing,Prefabricated Metal Buildings & Components,small
879709,MILTOPE GROUP INC,MILT,Domestic Common Stock,Manufacturing,Computer Peripheral Equipment Nec,small
879914,MINUTEMAN INTERNATIONAL INC,MMAN,Domestic Common Stock,Manufacturing,Refrigeration & Service Industry Machinery,small
880415,FORTUNE FINANCIAL INC,FORU1,Domestic Common Stock,Finance Insurance And Real Estate,Fire Marine & Casualty Insurance,small
881815,MONTEREY BAY BANCORP INC,MBBC1,Domestic Common Stock,Finance Insurance And Real Estate,Savings Institution Federally Chartered,small
882025,MOORE HANDLEY INC,MHCO,Domestic Common Stock,Wholesale Trade,Wholesale-Hardware,small
882038,MOORE PRODUCTS CO,MORP,Domestic Common Stock,Manufacturing,Industrial Instruments For Measurement Display And Control,small
882226,MORRISON MANAGEMENT SPECIALISTS INC,MHI1,Domestic Common Stock,Retail Trade,Retail-Eating  Places,small
882232,MDCM HOLDINGS INC,MDCM,Domestic Common Stock,Finance Insurance And Real Estate,Mortgage Bankers & Loan Correspondents,small
882266,MOSAIX INC,MOSX,Domestic Common Stock,Services,Services-Computer Programming Services,small
882344,MOTHERNATURE COM INC,MTHR,Domestic Common Stock,Retail Trade,Retail-Convenience Stores,small
882345,MOTIVEPOWER INDUSTRIES INC,MPO1,Domestic Common Stock,Manufacturing,Railroad Equipment,small
882352,MOTO PHOTO INC,MOTOQ,Domestic Common Stock,Services,Services-Photofinishing Laboratories,small
882353,PRESERVER GROUP INC,PRES,Domestic Common Stock,Finance Insurance And Real Estate,Fire Marine & Casualty Insurance,small
883018,MUSICMAKER COM INC,HITS,Domestic Common Stock,Retail Trade,Retail-Catalog & Mail-Order Houses,small
883192,MYLEX CORP,MYLX,Domestic Common Stock,Manufacturing,Computer Communications Equipment,small
883305,MYSTIC FINANCIAL INC,MYST1,Domestic Common Stock,Finance Insurance And Real Estate,Savings Institutions Not Federally Chartered,small
883568,NCO PORTFOLIO MANAGEMENT INC,NCPM,Domestic Common Stock,Services,Services-Business Services Nec,small
884115,NPC INTERNATIONAL INC,NPCI,Domestic Common Stock,Retail Trade,Retail-Eating  Places,small
886367,NATIONAL STANDARD CO,NSD,Domestic Common Stock,Manufacturing,Steel Works Blast Furnaces & Rolling & Finishing Mills,small
886765,NATURAL WONDERS INC,NATWQ,Domestic Common Stock,Retail Trade,Retail-Retail Stores Nec,small
887580,NEOMEDIA TECHNOLOGIES INC,NEOM,Domestic Common Stock,Services,Services-Computer Integrated Systems Design,small
887799,NESTOR INC,NEST,Domestic Common Stock,Services,Services-Prepackaged Software,small
887921,NETCURRENTS INC,NTCS,Domestic Common Stock,Services,Services-Computer Processing & Data Preparation,small
888047,BPO MANAGEMENT SERVICES,BPOM,Domestic Common Stock,Services,Services-Prepackaged Software,small
888246,NETSPEAK CORP,NSPK,Domestic Common Stock,Services,Services-Computer Integrated Systems Design,small
888569,NETWORK COMPUTING DEVICES INC,NCDI,Domestic Common Stock,Manufacturing,Computer Terminals,small
888645,NETZEE INC,NETZ1,Domestic Common Stock,Services,Services-Business Services Nec,small
888965,NEW ENGLAND COMMUNITY BANCORP INC,NECB1,Domestic Common Stock,Finance Insurance And Real Estate,State Commercial Banks,small
889016,NEW GENERATION BIOFUELS HOLDINGS INC,NGBF,Domestic Common Stock,Manufacturing,Industrial Organic Chemicals,small
889594,NEWCOR INC,NER,Domestic Common Stock,Manufacturing,Motor Vehicle Parts & Accessories,small
890248,NEXSTAR PHARMACEUTICALS INC,NXTR,Domestic Common Stock,Manufacturing,Pharmaceutical Preparations,small
890516,NICHOLS RESEARCH CORP,NRES,Domestic Common Stock,Services,Services-Engineering Services,small
891300,NORD RESOURCES CORP,NRDSQ,Domestic Common Stock,Mining,Mining & Quarrying Of Nonmetallic Minerals (No Fuels),small
891680,NORTH CAROLINA NATURAL GAS CORP,NCG,Domestic Common Stock,Transportation Communications Electric Gas And Sanitary Service,Natural Gas Transmisison & Distribution,small
891699,NORTH FACE INC,TNFI,Domestic Common Stock,Manufacturing,Apparel & Other Finishd Prods Of Fabrics & Similar Matl,small
892411,NORTHWESTERN STEEL & WIRE CO,NWSW,Domestic Common Stock,Manufacturing,Steel Works Blast Furnaces & Rolling Mills (Coke Ovens),small
892510,NOVAMETRIX MEDICAL SYSTEMS INC,NMTX,Domestic Common Stock,Manufacturing,Electromedical & Electrotherapeutic Apparatus,small
892949,NOVO NETWORKS INC,NVNW,Domestic Common Stock,Transportation Communications Electric Gas And Sanitary Service,Radiotelephone Communications,small
893860,OEA INC,OEA,Domestic Common Stock,Manufacturing,Motor Vehicle Parts & Accessories,small
893864,OEC MEDICAL SYSTEMS INC,OXE,Domestic Common Stock,Manufacturing,X-Ray Apparatus & Tubes & Related Irradiation Apparatus,small
894783,OCWEN ASSET INVESTMENT CORP,OAC1,Domestic Common Stock,Finance Insurance And Real Estate,Real Estate Investment Trusts,small
895048,OFFICIAL PAYMENTS CORP,OPAY1,Domestic Common Stock,Services,Services-Computer Processing & Data Preparation,small
896010,OMTOOL LTD,OMTL,Domestic Common Stock,Services,Services-Prepackaged Software,small
896859,ONEMAIN COM INC,ONEM1,Domestic Common Stock,Services,Services-Computer Integrated Systems Design,small
897015,ONYX ACCEPTANCE CORP,ONYX1,Domestic Common Stock,Finance Insurance And Real Estate,Personal Credit Institutions,small
897028,ONTRO INC,ONTR,Domestic Common Stock,Manufacturing,Plastics Products Nec,small
897556,OPTIO SOFTWARE INC,OPTO,Domestic Common Stock,Services,Services-Prepackaged Software,small
897770,ORANGE CO INC,OJ,Domestic Common Stock,Manufacturing,Canned Frozen & Preservd Fruit Veg & Food Specialties,small
897772,ORANGE PLC,ORNGY,ADR Common Stock,Transportation Communications Electric Gas And Sanitary Service,Radiotelephone Communications,small
898126,ORBIT FR INC,ORFR,Domestic Common Stock,Manufacturing,Instruments For Meas & Testing Of Electricity & Elec Signals,small
898204,ORGANIC INC,OGNC,Domestic Common Stock,Services,Services-Management Consulting Services,small
898228,ORIOLE HOMES CORP,OHC.B,Domestic Common Stock Primary Class,Construction,Operative Builders,small
898524,FORTICELL BIOSCIENCE INC,FORBQ,Domestic Common Stock,Manufacturing,Surgical & Medical Instruments & Apparatus,small
898686,OSHMANS SPORTING GOODS INC,OSH1,Domestic Common Stock,Retail Trade,Retail-Miscellaneous Shopping Goods Stores,small
898823,OTTAWA FINANCIAL CORP,OFCP,Domestic Common Stock,Finance Insurance And Real Estate,Savings Institution Federally Chartered,small
900479,PLD TELEKOM INC,PLDI1,Domestic Common Stock,Transportation Communications Electric Gas And Sanitary Service,Telephone Communications (No Radiotelephone),small
901271,PSC INC,PSCX1,Domestic Common Stock,Manufacturing,Computer Peripheral Equipment Nec,small
901276,PS GROUP HOLDINGS INC,PSG1,Domestic Common Stock,Transportation Communications Electric Gas And Sanitary Service,Transportation Services,small
901280,PVC CONTAINER CORP,PVCC,Domestic Common Stock,Manufacturing,Miscellaneous Plastics Products,small
901597,PACER TECHNOLOGY,PTCHF,Domestic Common Stock,Manufacturing,Adhesives & Sealants,small
902217,WEBLINK WIRELESS INC,WLNK,Domestic Common Stock,Transportation Communications Electric Gas And Sanitary Service,Radiotelephone Communications,small
902504,PAMRAPO BANCORP INC,PBCI,Domestic Common Stock,Finance Insurance And Real Estate,Savings Institutions Not Federally Chartered,small
902595,PANAVISION INC,PVIS,Domestic Common Stock,Manufacturing,Photographic Equipment & Supplies,small
904221,PAUL HARRIS STORES INC,PAUHQ,Domestic Common Stock,Retail Trade,Retail-Women'S Clothing Stores,small
904374,PCORDER COM INC,PCOR1,Domestic Common Stock,Retail Trade,Retail-Computer & Computer Software Stores,small
904492,PEAPOD INC,PPOD,Domestic Common Stock,Services,Services-Business Services Nec,small
904546,PEC ISRAEL ECONOMIC CORP,IEC1,Domestic Common Stock,Wholesale Trade,Wholesale-Industrial Machinery & Equipment,small
905055,PENN OCTANE CORP,POCC,Domestic Common Stock,Wholesale Trade,Wholesale-Petroleum & Petroleum Products (No Bulk Stations),small
905222,PENNCORP FINANCIAL GROUP INC,PFG1,Domestic Common Stock,Finance Insurance And Real Estate,Life Insurance,small
905504,PENSKE MOTORSPORTS INC,SPWY,Domestic Common Stock,Services,Services-Racing Including Track Operation,small
905707,PEOPLES BANCSHARES INC,PBKB,Domestic Common Stock,Finance Insurance And Real Estate,Savings Institutions Not Federally Chartered,small
905711,PEOPLES BANCTRUST CO INC,PBTC,Domestic Common Stock,Finance Insurance And Real Estate,State Commercial Banks,small
905730,PEOPLES BANCORP INC,TSBS,Domestic Common Stock,Finance Insurance And Real Estate,Savings Institution Federally Chartered,small
906161,PERCLOSE INC,PERC,Domestic Common Stock,Manufacturing,Surgical & Medical Instruments & Apparatus,small
906486,PERIPHONICS CORP,PERI1,Domestic Common Stock,Manufacturing,Telephone & Telegraph Apparatus,small
907417,PHARMANETICS INC,PHAR1,Domestic Common Stock,Manufacturing,Electromedical & Electrotherapeutic Apparatus,small
907529,PHARSIGHT CORP,PHST,Domestic Common Stock,Services,Services-Prepackaged Software,small
907771,PHOENIX INTERNATIONAL LTD INC,PHXX,Domestic Common Stock,Services,Services-Prepackaged Software,small
907972,PHOTOWORKS INC,FOTO,Domestic Common Stock,Services,Services-Photofinishing Laboratories,small
908001,PICCADILLY CAFETERIAS INC,PICZQ,Domestic Common Stock,Retail Trade,Retail-Eating  Places,small
908353,PINNACLE BANC GROUP INC,PINN1,Domestic Common Stock,Finance Insurance And Real Estate,National Commercial Banks,small
908419,PINNACLE GAS RESOURCES INC,PINN,Domestic Common Stock,Mining,Crude Petroleum & Natural Gas,small
909132,PLANVISTA CORP,PVST,Domestic Common Stock,Finance Insurance And Real Estate,Insurance Agents Brokers & Service,small
909137,PLANET HOLLYWOOD INTERNATIONAL INC,PLHYQ,Domestic Common Stock,Retail Trade,Retail-Eating  Places,small
909142,PLANETRX COM,PLRX1,Domestic Common Stock,Finance Insurance And Real Estate,Mortgage Bankers & Loan Correspondents,small
909259,PLASMA THERM INC,PTIS,Domestic Common Stock,Manufacturing,Special Industry Machinery Nec,small
909588,POCAHONTAS BANCORP INC,PFSL,Domestic Common Stock,Finance Insurance And Real Estate,Savings Institution Federally Chartered,small
909635,POINT 360,PTSX1,Domestic Common Stock,Services,Services-Allied To Motion Picture Production,small
910182,PORTA SYSTEMS CORP,PORT2,Domestic Common Stock,Manufacturing,Telephone & Telegraph Apparatus,small
910678,POWER MEDICAL INTERVENTIONS INC,PMII,Domestic Common Stock,Manufacturing,Surgical & Medical Instruments & Apparatus,small
910900,PRAEGITZER INDUSTRIES INC,PGTZ,Domestic Common Stock,Manufacturing,Electronic Components & Accessories,small
911155,PRECISION RESPONSE CORP,PRRC,Domestic Common Stock,Services,Services-Business Services Nec,small
911298,PREMIER COMMUNITY BANKSHARES INC,PREM,Domestic Common Stock,Finance Insurance And Real Estate,National Commercial Banks,small
911934,PRIME RESPONSE INC,PRME1,Domestic Common Stock,Services,Services-Prepackaged Software,small
912004,PRIMESOURCE CORP,PSRC1,Domestic Common Stock,Wholesale Trade,Wholesale-Professional & Commercial Equipment & Supplies,small
912149,PRIME BANCORP INC,PBNK1,Domestic Common Stock,Finance Insurance And Real Estate,Savings Institution Federally Chartered,small
912321,PRINTRAK INTERNATIONAL INC,AFIS,Domestic Common Stock,Services,Services-Computer Integrated Systems Design,small
912582,PROFESSIONALS GROUP INC,PICM,Domestic Common Stock,Finance Insurance And Real Estate,Fire Marine & Casualty Insurance,small
912775,PROGRESS FINANCIAL CORP,PFNC,Domestic Common Stock,Finance Insurance And Real Estate,Savings Institution Federally Chartered,small
913032,PROMOTIONS COM INC,PRMO,Domestic Common Stock,Manufacturing,Periodicals: Publishing Or Publishing & Printing,small
913063,PROPHET 21 INC,PXXI,Domestic Common Stock,Services,Services-Computer Integrated Systems Design,small
913352,PROTOCOL SYSTEMS INC,PCOL,Domestic Common Stock,Manufacturing,Electromedical & Electrotherapeutic Apparatus,small
913403,PROVIDENCE ENERGY CORP,PVY,Domestic Common Stock,Transportation Communications Electric Gas And Sanitary Service,Natural Gas Distribution,small
914116,PUERTO RICAN CEMENT CO INC,PRN1,Domestic Common Stock,Manufacturing,Cement Hydraulic,small
914154,PULASKI BANCORP INC,PLSK,Domestic Common Stock,Finance Insurance And Real Estate,National Commercial Banks,small
914205,PULASKI FURNITURE CORP,PLFC,Domestic Common Stock,Manufacturing,Wood Household Furniture (No Upholstered),small
